Category,Country,Customer ID,Order Date,Product ID,Return Status,Review Rating,Shipping Method,Discount,Price,Profit,Quantity,Returned Quantity,Shipping Cost,Total Sales
Electronics,USA,5893,6/6/23,111,Yes,2,Standard,27.00%,$344.20 ,$362 ,8,4,$31.10 ,$2K
Home,UK,7372,12/19/23,26,Yes,4,Standard,16.00%,$134.90 ,$13 ,1,0,$41.20 ,$0K
Electronics,Germany,6029,2/26/23,465,No,4,Standard,37.00%,$275.00 ,$115 ,4,1,$36.20 ,$1K
Electronics,France,3684,7/19/23,957,Yes,2,Standard,10.00%,$229.40 ,$52 ,1,5,$19.00 ,$0K
Home,UK,3221,7/17/23,890,No,2,Next Day,8.00%,$784.30 ,$114 ,1,0,$43.50 ,$1K
Books,UK,1080,1/6/23,887,Yes,1,Standard,10.00%,$219.30 ,$415 ,9,0,$25.20 ,$2K
Sports,Germany,7714,2/16/23,118,Yes,5,Next Day,8.00%,$189.60 ,$126 ,3,1,$26.90 ,$1K
Clothing,UK,8857,7/28/23,446,Yes,3,Standard,14.00%,$527.10 ,$58 ,1,3,$11.40 ,$0K
Electronics,Canada,1209,11/16/23,596,No,1,Standard,37.00%,$491.60 ,$296 ,6,5,$12.20 ,$2K
Books,USA,2185,3/3/23,674,Yes,2,Standard,10.00%,$308.70 ,$137 ,3,5,$42.00 ,$1K
Sports,France,1474,2/23/23,873,No,2,Express,6.00%,$158.40 ,$127 ,6,0,$38.60 ,$1K
Electronics,France,6079,11/24/23,929,Yes,2,Standard,17.00%,$889.50 ,$879 ,10,2,$24.00 ,$7K
Electronics,UK,1306,1/2/23,229,No,4,Express,36.00%,$353.50 ,$391 ,9,5,$44.70 ,$2K
Books,France,5112,12/27/23,508,No,3,Next Day,30.00%,$577.00 ,$535 ,5,4,$18.60 ,$2K
Books,Germany,5524,2/28/23,764,Yes,4,Standard,38.00%,$221.10 ,$317 ,10,2,$26.70 ,$1K
Clothing,UK,7938,4/27/23,122,Yes,4,Standard,8.00%,$281.10 ,$302 ,6,0,$37.10 ,$2K
Clothing,Canada,2515,1/15/23,327,Yes,3,Next Day,37.00%,$489.00 ,$730 ,10,4,$8.60 ,$3K
Books,Germany,5826,4/6/23,470,No,2,Next Day,35.00%,$394.90 ,$61 ,1,5,$35.20 ,$0K
Clothing,USA,5646,7/8/23,288,No,5,Standard,18.00%,$383.20 ,$475 ,7,3,$20.30 ,$2K
Electronics,Canada,9483,12/12/23,526,No,5,Standard,17.00%,$566.60 ,$276 ,4,4,$34.00 ,$2K
Home,USA,3693,9/6/23,840,No,4,Express,6.00%,$711.60 ,$798 ,8,4,$42.40 ,$5K
Clothing,France,4128,2/18/23,697,Yes,5,Express,23.00%,$35.30 ,$19 ,6,0,$45.10 ,$0K
Books,France,2234,3/12/23,153,Yes,5,Express,23.00%,$91.10 ,$66 ,4,1,$43.80 ,$0K
Clothing,Germany,9921,4/10/23,592,Yes,5,Standard,29.00%,$375.60 ,$236 ,3,0,$17.20 ,$1K
Home,Canada,2251,12/12/23,42,Yes,4,Express,12.00%,$258.20 ,$260 ,8,2,$26.10 ,$2K
Home,USA,1351,1/3/23,275,Yes,4,Express,12.00%,$892.30 ,$697 ,7,3,$25.30 ,$5K
Home,Germany,7063,9/8/23,553,Yes,2,Next Day,33.00%,$890.30 ,$795 ,9,0,$24.90 ,$5K
Books,Germany,9483,8/1/23,439,Yes,1,Next Day,37.00%,$989.00 ,$325 ,4,0,$49.60 ,$2K
Home,USA,5862,9/12/23,208,No,5,Next Day,29.00%,$369.40 ,$525 ,7,1,$8.40 ,$2K
Home,UK,8900,1/9/23,780,Yes,4,Standard,21.00%,$823.80 ,$534 ,5,5,$40.70 ,$3K
Books,Canada,1607,1/20/23,167,No,1,Standard,34.00%,$657.00 ,$426 ,6,2,$17.40 ,$3K
Electronics,UK,9345,10/16/23,112,No,5,Express,27.00%,$412.60 ,$432 ,8,2,$8.60 ,$2K
Books,Canada,8698,5/18/23,350,Yes,3,Standard,30.00%,$29.90 ,$12 ,2,4,$47.50 ,$0K
Home,USA,5579,7/10/23,130,Yes,5,Next Day,22.00%,$333.90 ,$466 ,6,4,$28.40 ,$2K
Books,USA,5186,6/17/23,736,Yes,1,Standard,17.00%,$420.90 ,$156 ,2,2,$37.50 ,$1K
Books,France,2843,6/24/23,887,Yes,5,Standard,30.00%,$72.30 ,$116 ,9,2,$21.70 ,$0K
Electronics,USA,3938,10/13/23,813,No,2,Express,24.00%,$123.00 ,$10 ,1,0,$35.30 ,$0K
Electronics,UK,1478,3/20/23,217,No,2,Standard,28.00%,$161.40 ,$212 ,7,5,$2.90 ,$1K
Sports,Germany,6035,2/27/23,382,Yes,4,Express,37.00%,$11.60 ,$2 ,2,3,$24.20 ,$0K
Books,Germany,7414,4/24/23,25,Yes,3,Express,32.00%,$367.40 ,$122 ,3,5,$20.40 ,$1K
Clothing,UK,9453,10/21/23,68,No,1,Standard,18.00%,$556.90 ,$711 ,6,5,$11.30 ,$3K
Books,Canada,4040,8/12/23,979,No,5,Standard,13.00%,$619.50 ,$341 ,6,0,$6.90 ,$3K
Home,Canada,7272,8/10/23,772,No,5,Standard,15.00%,$285.50 ,$109 ,2,0,$26.80 ,$0K
Sports,France,7318,2/20/23,235,No,3,Standard,11.00%,$813.20 ,"$1,028 ",9,3,$47.00 ,$7K
Sports,Germany,5356,4/7/23,717,Yes,5,Next Day,33.00%,$776.60 ,"$1,029 ",7,3,$16.40 ,$4K
Clothing,Canada,5925,2/24/23,999,Yes,1,Next Day,37.00%,$696.90 ,$71 ,1,1,$28.20 ,$0K
Sports,France,8957,6/1/23,292,No,2,Express,34.00%,$663.40 ,$310 ,5,0,$41.70 ,$2K
Electronics,Germany,6883,1/17/23,727,Yes,1,Standard,14.00%,$298.30 ,$89 ,2,2,$12.70 ,$1K
Electronics,Canada,9575,11/3/23,702,No,1,Standard,33.00%,$132.10 ,$151 ,8,1,$36.90 ,$1K
Sports,USA,1615,8/4/23,710,Yes,1,Express,10.00%,$169.10 ,$242 ,7,0,$43.50 ,$1K
Electronics,Germany,2207,11/15/23,728,Yes,5,Express,39.00%,$63.40 ,$14 ,3,5,$38.90 ,$0K
Sports,Germany,4781,6/20/23,556,Yes,2,Standard,33.00%,$304.10 ,$463 ,9,4,$2.60 ,$2K
Home,France,8792,5/16/23,33,No,1,Express,10.00%,$44.70 ,$46 ,6,4,$35.20 ,$0K
Books,USA,1515,1/28/23,12,Yes,5,Express,16.00%,$536.00 ,$239 ,4,1,$23.20 ,$2K
Books,Canada,2840,7/28/23,617,No,3,Next Day,9.00%,$456.60 ,$253 ,3,4,$35.20 ,$1K
Books,USA,8033,10/4/23,213,No,3,Express,20.00%,$105.70 ,$142 ,8,0,$7.30 ,$1K
Clothing,USA,5882,9/28/23,139,No,3,Express,31.00%,$77.30 ,$49 ,4,2,$21.80 ,$0K
Sports,USA,2225,2/16/23,695,Yes,2,Next Day,23.00%,$805.30 ,$414 ,3,2,$24.10 ,$2K
Books,Canada,7308,9/8/23,422,No,4,Next Day,29.00%,$360.40 ,$392 ,8,5,$9.40 ,$2K
Electronics,France,9259,6/9/23,638,No,5,Express,28.00%,$889.70 ,$195 ,2,0,$2.30 ,$1K
Electronics,France,9124,5/20/23,669,No,3,Standard,25.00%,$32.60 ,$30 ,8,5,$29.90 ,$0K
Books,USA,5671,5/4/23,624,Yes,2,Express,19.00%,$348.90 ,$284 ,8,4,$9.00 ,$2K
Home,USA,1200,3/5/23,489,Yes,4,Standard,11.00%,$417.40 ,$411 ,4,4,$33.90 ,$1K
Sports,USA,3449,5/21/23,771,Yes,5,Express,34.00%,$925.70 ,$991 ,6,0,$36.70 ,$4K
Electronics,Germany,4942,9/25/23,540,No,4,Standard,6.00%,$46.90 ,$53 ,6,4,$3.40 ,$0K
Home,USA,9044,12/8/23,980,Yes,1,Next Day,16.00%,$175.90 ,$20 ,1,4,$35.10 ,$0K
Books,Germany,4060,12/27/23,218,No,2,Standard,5.00%,$618.00 ,"$1,267 ",9,4,$20.20 ,$5K
Sports,France,2771,10/27/23,664,Yes,3,Next Day,16.00%,$374.60 ,$261 ,7,2,$45.40 ,$2K
Home,France,7650,8/16/23,822,Yes,2,Express,11.00%,$87.00 ,$181 ,8,4,$38.20 ,$1K
Sports,UK,7603,4/17/23,308,No,5,Express,24.00%,$803.40 ,$388 ,6,4,$15.20 ,$4K
Home,UK,5649,9/15/23,175,No,3,Express,20.00%,$277.90 ,$596 ,10,0,$4.10 ,$2K
Sports,France,8102,10/11/23,149,Yes,1,Standard,32.00%,$683.60 ,$341 ,4,3,$31.00 ,$2K
Home,France,8035,1/22/23,950,No,2,Standard,9.00%,$520.60 ,$223 ,2,2,$27.20 ,$1K
Sports,Canada,3020,11/18/23,542,Yes,3,Express,22.00%,$156.90 ,$29 ,1,1,$33.30 ,$0K
Home,UK,3127,6/10/23,580,Yes,4,Standard,36.00%,$291.90 ,$386 ,7,5,$20.00 ,$1K
Home,Canada,1862,9/16/23,548,No,5,Express,35.00%,$258.90 ,$132 ,6,2,$11.80 ,$1K
Books,Germany,4456,2/23/23,808,Yes,2,Express,21.00%,$529.10 ,$478 ,6,2,$9.20 ,$3K
Electronics,UK,9694,10/23/23,394,Yes,1,Next Day,36.00%,$776.40 ,$243 ,2,5,$29.60 ,$1K
Home,Canada,3209,1/28/23,74,No,2,Next Day,40.00%,$586.20 ,$278 ,6,5,$19.20 ,$2K
Sports,USA,1173,3/2/23,298,Yes,3,Next Day,8.00%,$544.40 ,$577 ,4,5,$22.90 ,$2K
Books,France,4493,6/23/23,920,Yes,5,Standard,10.00%,$957.10 ,$658 ,6,1,$16.90 ,$5K
Home,UK,6414,11/28/23,900,No,5,Next Day,27.00%,$438.00 ,$729 ,8,2,$9.50 ,$3K
Sports,UK,1527,3/7/23,815,Yes,1,Express,29.00%,$907.80 ,$130 ,1,4,$49.90 ,$1K
Home,UK,7198,9/6/23,731,Yes,4,Next Day,15.00%,$237.70 ,$285 ,7,5,$40.40 ,$1K
Electronics,Germany,5441,8/28/23,947,Yes,4,Next Day,16.00%,$164.30 ,$236 ,6,5,$31.40 ,$1K
Home,France,5781,8/20/23,877,Yes,4,Express,23.00%,$767.60 ,$483 ,8,2,$49.20 ,$5K
Clothing,Germany,3989,6/18/23,772,Yes,2,Next Day,13.00%,$170.80 ,$134 ,5,4,$36.50 ,$1K
Home,UK,3191,7/16/23,800,Yes,5,Express,39.00%,$487.20 ,$111 ,3,5,$11.00 ,$1K
Home,USA,8102,6/10/23,778,No,5,Next Day,15.00%,$24.00 ,$36 ,7,4,$15.40 ,$0K
Home,Germany,6359,6/24/23,395,Yes,2,Express,34.00%,$339.70 ,$155 ,5,0,$2.70 ,$1K
Books,USA,4194,4/6/23,540,No,2,Express,11.00%,$418.10 ,$533 ,8,1,$20.00 ,$3K
Sports,UK,7708,8/10/23,430,Yes,5,Next Day,37.00%,$358.00 ,$24 ,1,2,$45.50 ,$0K
Books,Germany,7754,6/9/23,200,No,5,Express,23.00%,$176.70 ,$118 ,5,4,$15.00 ,$1K
Books,Canada,3945,6/13/23,424,No,2,Express,37.00%,$953.70 ,$490 ,6,3,$44.30 ,$4K
Sports,France,8907,3/17/23,62,Yes,2,Standard,21.00%,$581.00 ,$135 ,1,3,$35.50 ,$0K
Clothing,USA,1092,9/6/23,342,No,5,Next Day,25.00%,$781.60 ,$295 ,3,0,$19.90 ,$2K
Electronics,USA,7683,2/17/23,866,No,2,Next Day,29.00%,$972.90 ,$301 ,4,2,$32.10 ,$3K
Books,Canada,2277,1/19/23,45,No,1,Express,35.00%,$630.30 ,$375 ,7,0,$44.90 ,$3K
Books,Canada,8039,6/25/23,803,Yes,5,Express,38.00%,$774.50 ,$395 ,8,2,$2.10 ,$4K
Books,France,6289,5/17/23,931,No,4,Standard,14.00%,$630.90 ,$234 ,2,5,$10.10 ,$1K
Home,France,1514,7/26/23,89,No,3,Standard,32.00%,$907.50 ,$696 ,6,2,$39.40 ,$4K
Clothing,France,6080,8/27/23,34,No,2,Standard,33.00%,$346.80 ,$87 ,2,4,$27.80 ,$0K
Clothing,France,8187,2/18/23,646,Yes,2,Express,20.00%,$932.20 ,$639 ,6,1,$9.80 ,$4K
Home,UK,2925,4/5/23,233,No,1,Express,23.00%,$262.60 ,$217 ,6,4,$36.70 ,$1K
Home,France,1123,7/3/23,768,Yes,1,Standard,17.00%,$528.60 ,$459 ,5,4,$6.20 ,$2K
Home,Canada,2953,4/20/23,37,No,5,Standard,10.00%,$357.10 ,$362 ,8,5,$6.10 ,$3K
Books,France,3266,5/10/23,769,No,4,Standard,32.00%,$785.30 ,$560 ,6,2,$31.70 ,$3K
Books,France,4950,11/15/23,460,No,4,Express,8.00%,$137.10 ,$23 ,1,4,$35.20 ,$0K
Clothing,USA,2448,7/25/23,291,No,1,Standard,30.00%,$824.70 ,$469 ,4,2,$18.00 ,$2K
Books,France,4173,2/28/23,198,Yes,5,Express,38.00%,$542.90 ,$504 ,8,0,$13.80 ,$3K
Sports,France,2039,3/17/23,895,No,2,Next Day,29.00%,$947.90 ,$717 ,5,5,$25.70 ,$3K
Electronics,Germany,9021,8/28/23,950,No,4,Next Day,24.00%,$461.60 ,$773 ,8,5,$18.70 ,$3K
Electronics,UK,4222,8/9/23,255,No,3,Next Day,6.00%,$313.50 ,$150 ,2,1,$37.10 ,$1K
Sports,Germany,8866,2/26/23,81,No,2,Express,34.00%,$915.50 ,$252 ,2,3,$17.20 ,$1K
Electronics,UK,9315,4/9/23,447,No,3,Express,32.00%,$595.00 ,"$1,035 ",9,5,$46.70 ,$4K
Books,USA,1742,12/28/23,137,Yes,3,Next Day,28.00%,$135.30 ,$140 ,10,1,$24.50 ,$1K
Sports,UK,5099,12/14/23,190,No,3,Standard,38.00%,$563.10 ,$103 ,1,2,$10.00 ,$0K
Electronics,Canada,2625,10/19/23,130,No,4,Standard,26.00%,$276.90 ,$423 ,10,4,$21.00 ,$2K
Books,Canada,9409,1/19/23,210,No,1,Next Day,21.00%,$734.80 ,$77 ,1,3,$24.80 ,$1K
Home,Germany,3755,7/5/23,369,Yes,1,Next Day,27.00%,$563.00 ,$262 ,3,1,$19.10 ,$1K
Books,France,8226,2/13/23,292,Yes,1,Next Day,12.00%,$128.80 ,$335 ,10,1,$26.50 ,$1K
Clothing,France,6012,5/5/23,377,Yes,2,Express,7.00%,$444.00 ,$474 ,5,4,$44.90 ,$2K
Clothing,USA,6308,9/14/23,348,Yes,1,Standard,32.00%,$695.60 ,$105 ,1,0,$24.00 ,$0K
Sports,UK,4820,2/20/23,169,No,5,Express,18.00%,$137.40 ,$24 ,2,3,$22.30 ,$0K
Home,Canada,5375,9/16/23,885,Yes,5,Standard,11.00%,$603.20 ,$934 ,9,3,$18.40 ,$5K
Sports,France,7787,4/1/23,805,Yes,4,Express,6.00%,$33.80 ,$26 ,4,2,$28.20 ,$0K
Home,USA,7083,6/19/23,177,Yes,2,Standard,17.00%,$517.70 ,$256 ,5,3,$40.90 ,$2K
Electronics,Germany,5736,6/18/23,538,Yes,4,Next Day,24.00%,$16.60 ,$3 ,2,2,$42.00 ,$0K
Sports,Canada,2487,3/18/23,324,Yes,5,Next Day,22.00%,$361.20 ,$62 ,2,2,$42.80 ,$1K
Home,Canada,5007,3/21/23,872,Yes,3,Next Day,7.00%,$379.60 ,$619 ,7,0,$46.90 ,$2K
Clothing,USA,7426,5/10/23,509,Yes,5,Express,36.00%,$451.30 ,$136 ,2,2,$43.50 ,$1K
Books,Canada,4544,9/13/23,804,No,3,Next Day,38.00%,$877.70 ,$298 ,3,1,$42.90 ,$2K
Sports,USA,7746,8/23/23,115,No,5,Next Day,7.00%,$167.80 ,$154 ,5,4,$38.20 ,$1K
Sports,Canada,5098,1/28/23,799,No,4,Standard,26.00%,$577.70 ,$667 ,8,5,$4.30 ,$3K
Sports,Canada,4746,1/28/23,30,No,4,Next Day,38.00%,$291.20 ,$455 ,9,4,$35.00 ,$2K
Clothing,France,7604,10/1/23,754,Yes,2,Express,7.00%,$908.30 ,"$1,054 ",9,4,$20.50 ,$8K
Home,France,2621,10/25/23,290,Yes,2,Next Day,12.00%,$60.00 ,$87 ,10,0,$6.20 ,$1K
Sports,UK,6698,2/21/23,147,Yes,3,Standard,26.00%,$169.20 ,$103 ,3,4,$44.60 ,$0K
Electronics,UK,1700,1/26/23,274,Yes,3,Express,23.00%,$733.20 ,"$1,101 ",10,1,$9.10 ,$6K
Clothing,USA,9221,10/28/23,222,No,1,Standard,14.00%,$830.10 ,"$1,762 ",10,2,$37.50 ,$7K
Books,Canada,3784,5/2/23,341,Yes,5,Standard,19.00%,$656.60 ,$250 ,2,3,$11.20 ,$1K
Home,France,2081,9/27/23,510,Yes,1,Next Day,36.00%,$974.30 ,$126 ,2,4,$10.30 ,$1K
Sports,USA,7400,11/18/23,515,No,4,Standard,13.00%,$497.10 ,$826 ,7,5,$28.70 ,$3K
Sports,UK,6363,12/5/23,70,Yes,3,Next Day,13.00%,$343.00 ,$691 ,10,1,$18.50 ,$3K
Home,Germany,4786,5/27/23,358,No,5,Next Day,32.00%,$69.40 ,$29 ,6,2,$7.20 ,$0K
Clothing,Canada,6516,5/8/23,909,No,5,Express,18.00%,$650.10 ,$616 ,9,5,$10.40 ,$5K
Home,USA,3620,1/28/23,557,Yes,4,Express,32.00%,$555.40 ,$356 ,4,3,$3.20 ,$2K
Sports,France,9889,3/3/23,886,No,1,Next Day,6.00%,$241.80 ,$138 ,3,2,$25.70 ,$1K
Electronics,France,7640,5/14/23,766,Yes,3,Express,26.00%,$761.30 ,$605 ,7,3,$14.10 ,$4K
Clothing,Germany,2080,6/2/23,323,No,4,Standard,39.00%,$146.40 ,$45 ,2,2,$40.80 ,$0K
Clothing,Germany,8747,7/2/23,624,Yes,2,Standard,11.00%,$204.70 ,$93 ,2,1,$32.30 ,$0K
Books,UK,1288,1/24/23,92,Yes,2,Express,16.00%,$211.00 ,$262 ,8,3,$6.50 ,$1K
Home,Germany,2828,5/17/23,342,No,5,Standard,14.00%,$584.50 ,$893 ,7,2,$20.50 ,$4K
Clothing,Germany,3505,7/23/23,424,No,2,Express,20.00%,$43.80 ,$22 ,6,2,$14.10 ,$0K
Books,Canada,5613,9/13/23,552,Yes,4,Express,29.00%,$439.50 ,$164 ,2,1,$19.70 ,$1K
Sports,France,1222,4/26/23,972,No,3,Next Day,33.00%,$971.70 ,$742 ,6,1,$30.00 ,$4K
Home,Canada,9363,11/7/23,663,No,3,Express,37.00%,$772.70 ,$370 ,7,5,$39.50 ,$3K
Books,Germany,5193,5/18/23,415,Yes,4,Express,35.00%,$794.40 ,$171 ,2,3,$19.20 ,$1K
Sports,Canada,3149,8/23/23,658,Yes,2,Standard,20.00%,$888.70 ,"$1,478 ",9,0,$4.70 ,$6K
Clothing,Germany,6886,9/26/23,711,Yes,5,Express,33.00%,$417.70 ,$166 ,2,0,$25.40 ,$1K
Home,USA,5190,4/13/23,968,Yes,1,Standard,18.00%,$287.30 ,$338 ,5,5,$8.90 ,$1K
Sports,Canada,8225,3/19/23,275,Yes,2,Standard,31.00%,$960.30 ,"$1,218 ",7,0,$10.70 ,$5K
Clothing,Canada,4218,7/20/23,861,Yes,5,Express,27.00%,$651.50 ,$479 ,8,0,$48.30 ,$4K
Clothing,UK,5862,7/4/23,44,No,1,Next Day,30.00%,$162.00 ,$161 ,5,1,$31.70 ,$1K
Home,Germany,8045,9/3/23,84,Yes,5,Express,8.00%,$988.20 ,"$1,037 ",4,5,$4.50 ,$4K
Home,UK,9358,4/2/23,434,Yes,5,Standard,8.00%,$675.10 ,$859 ,10,1,$9.50 ,$6K
Books,USA,9347,1/10/23,810,No,2,Express,13.00%,$787.90 ,"$1,304 ",9,3,$18.70 ,$6K
Books,Canada,8415,3/6/23,94,No,5,Standard,16.00%,$258.10 ,$119 ,5,4,$45.80 ,$1K
Home,France,6611,7/9/23,175,No,4,Next Day,39.00%,$504.10 ,$75 ,2,3,$19.10 ,$1K
Clothing,Germany,6867,8/9/23,406,Yes,5,Standard,26.00%,$150.30 ,$119 ,6,1,$41.20 ,$1K
Books,USA,6087,11/15/23,202,Yes,3,Next Day,33.00%,$381.00 ,$223 ,6,2,$31.50 ,$2K
Home,Canada,3809,9/17/23,858,Yes,4,Express,15.00%,$552.20 ,$656 ,9,5,$47.80 ,$4K
Electronics,UK,9922,11/19/23,499,No,4,Express,8.00%,$428.80 ,$771 ,10,4,$14.60 ,$4K
Electronics,USA,8856,8/23/23,481,No,4,Express,7.00%,$77.80 ,$22 ,3,2,$37.10 ,$0K
Home,USA,9551,9/18/23,988,No,5,Standard,25.00%,$726.30 ,$695 ,5,0,$44.30 ,$3K
Home,UK,6676,12/6/23,330,Yes,2,Next Day,27.00%,$780.00 ,"$1,098 ",9,1,$41.80 ,$5K
Home,Canada,1698,2/2/23,541,No,1,Standard,37.00%,$411.80 ,$162 ,5,4,$16.80 ,$1K
Clothing,Germany,5533,5/25/23,210,Yes,1,Next Day,10.00%,$246.80 ,$113 ,2,1,$42.80 ,$0K
Sports,Canada,7305,11/24/23,618,Yes,4,Next Day,11.00%,$683.80 ,"$1,228 ",8,4,$46.60 ,$5K
Books,USA,7789,10/11/23,955,Yes,3,Express,39.00%,$574.90 ,$66 ,1,5,$17.70 ,$0K
Clothing,France,7574,5/28/23,897,Yes,5,Standard,15.00%,$658.50 ,$77 ,1,1,$36.40 ,$1K
Home,Canada,7406,7/18/23,983,No,3,Express,19.00%,$381.30 ,$128 ,3,2,$35.70 ,$1K
Electronics,Canada,5327,12/22/23,576,No,1,Standard,27.00%,$627.80 ,$275 ,4,3,$49.80 ,$2K
Home,France,3012,2/10/23,17,Yes,5,Express,28.00%,$411.40 ,$383 ,7,4,$48.80 ,$2K
Books,UK,3196,12/20/23,107,No,2,Standard,35.00%,$543.80 ,$814 ,9,3,$33.10 ,$3K
Clothing,Canada,5817,1/24/23,165,No,3,Next Day,21.00%,$285.40 ,$122 ,5,1,$27.70 ,$1K
Books,France,3631,6/20/23,607,Yes,5,Express,6.00%,$409.70 ,"$1,030 ",9,1,$5.00 ,$3K
Clothing,Canada,5644,11/9/23,537,Yes,1,Next Day,16.00%,$287.90 ,$148 ,4,3,$6.00 ,$1K
Electronics,Canada,4989,6/13/23,629,No,2,Standard,21.00%,$649.90 ,$516 ,4,5,$15.10 ,$2K
Home,Canada,6950,6/7/23,192,No,3,Next Day,21.00%,$170.70 ,$23 ,1,5,$24.60 ,$0K
Electronics,Canada,3877,2/16/23,196,Yes,2,Standard,35.00%,$586.70 ,$351 ,4,1,$13.30 ,$2K
Books,UK,1072,2/21/23,308,No,5,Standard,17.00%,$585.80 ,$566 ,8,4,$10.60 ,$4K
Books,USA,3929,12/14/23,137,Yes,2,Next Day,21.00%,$820.00 ,$480 ,4,0,$18.00 ,$3K
Electronics,Germany,4029,2/13/23,953,Yes,1,Express,27.00%,$752.60 ,$149 ,1,4,$4.50 ,$1K
Clothing,USA,4734,7/6/23,860,No,1,Next Day,13.00%,$35.80 ,$23 ,6,0,$13.50 ,$0K
Clothing,UK,6546,12/7/23,94,No,1,Express,28.00%,$606.60 ,$409 ,5,3,$5.90 ,$2K
Books,Germany,4811,3/20/23,892,Yes,2,Express,23.00%,$89.30 ,$34 ,2,5,$27.40 ,$0K
Books,France,7310,2/24/23,751,Yes,5,Next Day,20.00%,$83.00 ,$47 ,3,5,$26.90 ,$0K
Home,Canada,8020,7/22/23,88,No,3,Express,19.00%,$841.00 ,$204 ,1,4,$7.80 ,$1K
Home,Germany,6417,7/12/23,161,No,5,Standard,33.00%,$268.40 ,$66 ,2,5,$36.10 ,$0K
Electronics,USA,3381,5/15/23,148,Yes,2,Express,16.00%,$741.20 ,$145 ,1,0,$11.40 ,$1K
Sports,UK,6705,5/16/23,585,Yes,3,Next Day,10.00%,$985.30 ,$181 ,1,3,$43.90 ,$1K
Books,USA,5059,10/12/23,456,Yes,4,Express,18.00%,$988.50 ,$728 ,3,0,$38.20 ,$2K
Home,USA,9674,10/1/23,88,Yes,3,Standard,15.00%,$702.70 ,$618 ,10,2,$48.10 ,$6K
Books,Germany,3559,8/1/23,14,Yes,5,Next Day,6.00%,$568.40 ,$712 ,6,1,$47.80 ,$3K
Books,USA,4433,10/22/23,315,Yes,1,Standard,15.00%,$812.60 ,"$1,138 ",7,3,$27.90 ,$5K
Home,Germany,8867,9/26/23,594,Yes,2,Next Day,24.00%,$192.30 ,$105 ,3,3,$22.80 ,$0K
Clothing,Germany,1566,7/7/23,121,Yes,4,Next Day,30.00%,$990.20 ,$217 ,3,4,$10.90 ,$2K
Books,USA,6846,3/4/23,885,Yes,3,Standard,25.00%,$210.00 ,$293 ,9,1,$37.90 ,$1K
Clothing,UK,3229,7/9/23,952,No,2,Next Day,32.00%,$701.50 ,$223 ,3,5,$15.70 ,$1K
Home,Canada,7594,6/14/23,833,No,3,Express,8.00%,$81.30 ,$21 ,1,1,$49.90 ,$0K
Sports,France,3112,12/8/23,716,No,4,Standard,32.00%,$158.30 ,$135 ,7,2,$18.90 ,$1K
Electronics,Canada,7641,10/22/23,733,No,4,Standard,35.00%,$211.60 ,$168 ,9,1,$35.10 ,$1K
Books,Germany,4801,10/15/23,933,Yes,2,Express,21.00%,$437.70 ,$71 ,1,5,$6.60 ,$0K
Books,Germany,9079,2/13/23,282,Yes,2,Next Day,19.00%,$218.70 ,$458 ,9,4,$30.50 ,$2K
Home,USA,6784,11/7/23,801,Yes,1,Standard,17.00%,$749.90 ,$260 ,2,0,$26.40 ,$1K
Electronics,UK,7659,6/22/23,427,No,3,Next Day,19.00%,$313.70 ,$261 ,4,4,$43.60 ,$1K
Sports,Germany,7979,11/11/23,783,Yes,2,Express,39.00%,$366.30 ,$83 ,3,3,$44.70 ,$1K
Clothing,France,2582,7/14/23,471,Yes,3,Standard,31.00%,$660.20 ,$789 ,9,0,$13.30 ,$4K
Electronics,Canada,8930,11/19/23,285,Yes,5,Next Day,7.00%,$40.90 ,$17 ,2,4,$25.00 ,$0K
Clothing,Germany,4987,11/6/23,277,Yes,2,Express,33.00%,$945.60 ,"$1,073 ",10,0,$39.60 ,$6K
Clothing,Germany,6748,5/22/23,979,No,1,Next Day,11.00%,$382.20 ,$450 ,9,1,$30.00 ,$3K
Clothing,USA,4770,8/23/23,325,No,3,Next Day,23.00%,$238.50 ,$183 ,5,0,$13.10 ,$1K
Sports,UK,5176,11/16/23,535,No,4,Next Day,11.00%,$788.90 ,$941 ,7,3,$29.10 ,$5K
Electronics,Canada,3674,9/11/23,228,Yes,4,Next Day,7.00%,$360.90 ,$466 ,5,2,$15.10 ,$2K
Clothing,USA,5978,1/19/23,891,Yes,2,Next Day,21.00%,$362.20 ,$287 ,7,5,$38.60 ,$2K
Home,Germany,1962,2/11/23,596,No,3,Express,35.00%,$299.20 ,$274 ,5,1,$48.70 ,$1K
Electronics,Canada,8481,6/2/23,648,Yes,3,Express,13.00%,$107.50 ,$84 ,5,0,$25.40 ,$0K
Clothing,France,1710,6/26/23,969,Yes,1,Next Day,7.00%,$719.00 ,$373 ,3,3,$20.00 ,$2K
Electronics,France,3026,3/2/23,574,Yes,3,Standard,36.00%,$614.30 ,$817 ,10,3,$14.90 ,$4K
Clothing,Germany,6936,9/14/23,654,Yes,4,Next Day,12.00%,$987.10 ,$136 ,1,1,$16.60 ,$1K
Sports,UK,3747,7/12/23,518,No,4,Express,39.00%,$629.10 ,$85 ,2,1,$46.40 ,$1K
Home,Canada,1186,6/23/23,257,No,2,Next Day,12.00%,$41.00 ,$22 ,4,3,$22.80 ,$0K
Electronics,Canada,6355,11/4/23,137,Yes,4,Express,12.00%,$479.30 ,$298 ,5,3,$4.10 ,$2K
